Respondent_ID,Age,Gender,Income_Level,Frequency_of_Consumption,Brand_Preference,Satisfaction_Level,Purchase_Location,Reason_for_Choice,Occasions_of_Buying,Most_Often_Consumed_Brand,Consumed_With,NPS_Score,Taste_Rating,Price_Rating,Packaging_Rating,Brand_Reputation_Rating,Availability_Rating,Sweetness_Rating,Fizziness_Rating
598,41,Non-Binary,Low,Monthly,Store Brand,Dissatisfied,Online,Taste,Home,Pepsi,With Family,7,3,3,3,1,4,4,1
599,46,Female,Low,Weekly,Store Brand,Dissatisfied,Online,Taste,Restaurants,Pepsi,With Friends,9,5,3,2,1,2,1,2
600,53,Prefer Not to Say,Low,Daily,Other,Very Satisfied,Convenience Store,Taste,Restaurants,Coke,With Family,6,1,2,2,2,5,1,5
601,59,Prefer Not to Say,High,Daily,Other,Dissatisfied,Other,Price,Travel,Coke,With Colleagues,8,1,4,4,2,1,2,2
602,24,Prefer Not to Say,High,Weekly,Other,Very Satisfied,Other,Price,Home,Store Brand,Other,1,5,5,1,2,3,1,1
603,20,Prefer Not to Say,High,Daily,Other,Satisfied,Supermarket,Price,Sports Events,Store Brand,With Colleagues,1,3,4,3,4,5,2,2
604,30,Male,High,Monthly,Store Brand,Satisfied,Other,Price,Work,Coke,With Friends,5,4,3,2,2,5,2,3
605,40,Prefer Not to Say,Middle,Monthly,Other,Neutral,Online,Price,Other,Store Brand,Alone,3,5,2,1,5,3,1,2
606,44,Non-Binary,Low,Daily,RC Cola,Neutral,Supermarket,Other,Other,RC Cola,Alone,5,5,5,3,5,3,5,1
607,28,Prefer Not to Say,High,Never,Store Brand,Dissatisfied,Supermarket,Price,Sports Events,Store Brand,With Colleagues,10,1,1,3,5,3,2,1
608,36,Prefer Not to Say,High,Weekly,Pepsi,Dissatisfied,Other,Other,Sports Events,Coke,With Colleagues,10,1,3,2,5,2,4,3
609,43,Non-Binary,Middle,Rarely,RC Cola,Neutral,Supermarket,Taste,Restaurants,Pepsi,With Family,9,2,2,5,2,1,2,1
610,34,Female,Low,Weekly,RC Cola,Very Dissatisfied,Other,Availability,Other,RC Cola,With Friends,4,5,4,1,3,3,5,2
611,58,Prefer Not to Say,High,Daily,Coke,Dissatisfied,Other,Brand Loyalty,Travel,Store Brand,With Friends,9,4,2,4,1,4,1,1
612,20,Prefer Not to Say,Low,Monthly,Store Brand,Very Satisfied,Other,Other,Work,RC Cola,With Colleagues,6,4,4,2,2,1,1,1
613,26,Male,Low,Daily,Other,Neutral,Supermarket,Taste,Other,RC Cola,With Colleagues,9,3,3,3,1,2,2,5
614,42,Female,Middle,Rarely,Store Brand,Dissatisfied,Vending Machine,Brand Loyalty,Other,Store Brand,With Friends,3,2,4,3,1,1,4,2
615,43,Female,Middle,Never,Pepsi,Dissatisfied,Other,Taste,Travel,Other,Other,0,1,1,3,4,5,3,2
616,29,Female,Low,Never,Other,Neutral,Online,Price,Parties,Store Brand,Alone,4,3,4,4,3,5,5,1
617,51,Male,Middle,Never,Store Brand,Very Dissatisfied,Other,Price,Travel,Other,With Friends,7,3,3,2,3,5,1,3
618,30,Non-Binary,Low,Weekly,Store Brand,Dissatisfied,Vending Machine,Brand Loyalty,Work,Pepsi,With Family,5,1,1,5,4,3,5,4
619,53,Non-Binary,Low,Never,Other,Very Satisfied,Vending Machine,Brand Loyalty,Restaurants,Coke,With Colleagues,1,5,4,4,3,4,5,3
620,35,Prefer Not to Say,Middle,Monthly,Pepsi,Dissatisfied,Convenience Store,Availability,Work,RC Cola,Other,5,3,1,4,5,1,1,3
621,46,Female,High,Monthly,Store Brand,Very Satisfied,Online,Brand Loyalty,Other,RC Cola,With Colleagues,10,3,2,4,1,1,3,3
622,62,Male,Middle,Monthly,Pepsi,Neutral,Vending Machine,Taste,Home,Pepsi,With Family,0,5,1,5,4,1,3,4
623,22,Male,High,Monthly,Pepsi,Very Dissatisfied,Other,Other,Restaurants,Coke,Alone,8,5,2,4,4,2,4,5
624,35,Female,High,Daily,Other,Very Satisfied,Supermarket,Taste,Restaurants,Other,With Friends,10,3,1,5,2,3,2,5
625,36,Male,Low,Daily,RC Cola,Satisfied,Vending Machine,Price,Parties,Store Brand,Alone,8,1,4,5,4,5,5,5
626,38,Female,High,Weekly,Other,Neutral,Vending Machine,Other,Parties,Pepsi,Other,9,1,3,5,5,2,4,5
627,32,Prefer Not to Say,Low,Monthly,Other,Satisfied,Vending Machine,Taste,Other,Other,Other,3,2,2,1,5,1,4,4
628,57,Non-Binary,Middle,Monthly,Store Brand,Very Dissatisfied,Other,Brand Loyalty,Home,Coke,Other,10,2,2,5,5,1,4,4
629,20,Female,Low,Weekly,Coke,Very Satisfied,Other,Availability,Work,RC Cola,Other,7,4,3,5,5,2,4,4
630,56,Male,Low,Never,Coke,Very Satisfied,Supermarket,Availability,Restaurants,RC Cola,With Family,7,5,5,5,5,1,3,4
631,25,Non-Binary,Low,Rarely,Store Brand,Neutral,Vending Machine,Price,Restaurants,Store Brand,With Family,3,5,1,4,1,3,4,4
632,49,Male,High,Monthly,Pepsi,Very Satisfied,Vending Machine,Other,Parties,Store Brand,Alone,4,1,2,3,1,1,2,5
633,54,Female,High,Monthly,Pepsi,Very Dissatisfied,Vending Machine,Brand Loyalty,Travel,Pepsi,Alone,0,5,1,5,2,1,3,5
634,62,Female,Low,Never,Store Brand,Satisfied,Vending Machine,Other,Sports Events,RC Cola,Other,1,5,2,1,3,5,5,1
635,24,Male,Middle,Daily,Coke,Very Dissatisfied,Supermarket,Taste,Other,Pepsi,Other,1,3,3,1,1,2,3,1
636,55,Female,Low,Never,Coke,Very Dissatisfied,Vending Machine,Other,Sports Events,Pepsi,Alone,6,1,1,4,3,4,3,3
637,59,Male,High,Rarely,Coke,Very Satisfied,Vending Machine,Other,Work,Pepsi,With Colleagues,10,5,2,4,3,4,1,4
638,57,Male,High,Weekly,Coke,Satisfied,Supermarket,Other,Restaurants,Coke,With Family,6,4,3,5,2,5,2,2
639,39,Female,Low,Rarely,Pepsi,Very Dissatisfied,Vending Machine,Taste,Sports Events,Pepsi,With Colleagues,3,3,1,5,2,5,3,2
640,25,Male,High,Never,Store Brand,Very Satisfied,Supermarket,Price,Home,Other,With Family,0,3,1,3,2,1,2,1
641,52,Female,Middle,Rarely,Other,Very Dissatisfied,Convenience Store,Brand Loyalty,Restaurants,Coke,With Colleagues,8,5,4,2,3,5,5,4
642,52,Female,High,Daily,Store Brand,Satisfied,Other,Availability,Other,Pepsi,Alone,6,2,3,4,5,2,5,5
643,47,Prefer Not to Say,Low,Daily,Pepsi,Satisfied,Online,Price,Travel,RC Cola,With Family,0,4,1,1,1,5,3,4
644,51,Prefer Not to Say,Middle,Daily,RC Cola,Very Satisfied,Supermarket,Taste,Sports Events,Pepsi,Other,7,3,4,3,3,4,2,1
645,54,Female,Middle,Daily,Store Brand,Neutral,Supermarket,Taste,Travel,RC Cola,Alone,4,5,5,4,5,5,1,3
646,48,Prefer Not to Say,High,Daily,Other,Very Satisfied,Convenience Store,Availability,Home,Other,With Friends,7,2,1,1,2,2,4,2
647,23,Male,High,Never,Pepsi,Dissatisfied,Other,Taste,Home,Store Brand,Alone,5,4,4,1,5,1,3,4
648,21,Female,Low,Rarely,Store Brand,Neutral,Convenience Store,Price,Other,Pepsi,Other,7,2,1,3,5,3,3,3
649,57,Prefer Not to Say,Low,Weekly,Store Brand,Neutral,Vending Machine,Taste,Sports Events,Coke,Alone,6,4,4,3,2,3,2,4
650,28,Prefer Not to Say,Middle,Monthly,Coke,Dissatisfied,Other,Other,Home,Other,Other,0,3,5,4,5,5,2,1
651,39,Non-Binary,High,Monthly,Pepsi,Satisfied,Vending Machine,Taste,Work,RC Cola,With Family,10,2,3,5,5,2,4,3
652,53,Female,Middle,Weekly,Other,Very Satisfied,Online,Brand Loyalty,Travel,Store Brand,With Family,1,2,4,5,3,3,3,2
653,53,Female,High,Daily,Pepsi,Dissatisfied,Convenience Store,Other,Travel,Coke,Other,2,5,2,4,5,5,5,2
654,26,Prefer Not to Say,Middle,Never,Coke,Satisfied,Other,Brand Loyalty,Home,Store Brand,Other,0,2,1,3,5,2,2,5
655,42,Non-Binary,Low,Daily,RC Cola,Very Satisfied,Other,Taste,Home,Other,With Colleagues,9,3,3,5,1,3,2,1
656,51,Non-Binary,Middle,Monthly,Pepsi,Very Dissatisfied,Vending Machine,Taste,Parties,Pepsi,With Colleagues,9,1,3,3,2,1,1,1
657,47,Non-Binary,High,Weekly,Store Brand,Dissatisfied,Vending Machine,Price,Sports Events,Store Brand,With Colleagues,9,1,5,1,2,2,5,5
658,31,Female,High,Rarely,RC Cola,Neutral,Other,Brand Loyalty,Travel,Coke,Alone,6,2,2,1,5,5,5,5
659,40,Female,High,Never,Store Brand,Dissatisfied,Other,Availability,Work,Coke,With Colleagues,3,3,1,1,2,3,2,2
660,64,Non-Binary,Middle,Monthly,Pepsi,Very Satisfied,Online,Price,Home,Store Brand,With Family,3,3,1,5,5,4,4,2
661,31,Male,Low,Rarely,Coke,Very Dissatisfied,Other,Availability,Parties,Store Brand,With Family,3,3,4,1,4,2,4,5
662,38,Non-Binary,Low,Weekly,Store Brand,Very Satisfied,Convenience Store,Brand Loyalty,Work,Coke,With Colleagues,7,1,1,5,1,2,3,3
663,46,Prefer Not to Say,Low,Rarely,Store Brand,Satisfied,Online,Availability,Travel,Store Brand,Alone,9,1,5,1,5,4,3,3
664,45,Non-Binary,High,Never,Store Brand,Very Satisfied,Convenience Store,Taste,Sports Events,Other,Alone,2,4,2,3,5,4,1,1
665,44,Male,Middle,Rarely,Pepsi,Very Satisfied,Convenience Store,Price,Home,Pepsi,With Family,1,5,4,4,2,1,3,3
666,46,Non-Binary,Middle,Rarely,RC Cola,Very Dissatisfied,Vending Machine,Brand Loyalty,Parties,Coke,With Friends,4,2,3,4,1,5,2,4
667,31,Female,Low,Never,Other,Very Dissatisfied,Convenience Store,Taste,Work,Other,Alone,1,2,2,1,3,3,2,4
668,49,Female,Middle,Monthly,RC Cola,Very Dissatisfied,Supermarket,Other,Travel,Other,Other,4,3,2,5,1,2,4,1
669,45,Female,High,Monthly,Store Brand,Satisfied,Convenience Store,Availability,Home,Other,With Friends,10,1,5,3,5,1,5,1
670,46,Non-Binary,Low,Rarely,Store Brand,Very Dissatisfied,Convenience Store,Other,Sports Events,Pepsi,Alone,2,1,1,1,4,1,3,1
671,18,Non-Binary,Middle,Monthly,Pepsi,Satisfied,Other,Price,Work,Other,Alone,3,3,2,5,1,1,3,1
672,42,Prefer Not to Say,Low,Weekly,RC Cola,Satisfied,Supermarket,Price,Sports Events,Coke,With Family,6,2,3,3,3,3,2,4
673,40,Male,Low,Weekly,Other,Very Dissatisfied,Online,Brand Loyalty,Travel,RC Cola,Alone,2,5,1,2,2,2,5,2
674,57,Prefer Not to Say,High,Never,RC Cola,Neutral,Online,Availability,Work,Other,With Friends,6,1,4,3,5,1,1,3
675,37,Prefer Not to Say,High,Monthly,Other,Dissatisfied,Supermarket,Brand Loyalty,Parties,RC Cola,Other,0,2,5,1,2,5,3,5
676,38,Female,Middle,Monthly,Other,Dissatisfied,Vending Machine,Taste,Home,Store Brand,With Family,9,3,5,3,1,5,2,3
677,64,Prefer Not to Say,Low,Daily,RC Cola,Satisfied,Vending Machine,Availability,Travel,Coke,With Colleagues,0,1,2,2,3,5,3,3
678,38,Prefer Not to Say,Low,Daily,RC Cola,Neutral,Supermarket,Brand Loyalty,Restaurants,Other,Other,10,2,4,1,5,4,1,2
679,25,Female,High,Daily,Pepsi,Dissatisfied,Vending Machine,Taste,Other,Other,With Family,3,5,2,5,4,5,5,2
680,30,Female,High,Weekly,Coke,Very Satisfied,Other,Price,Home,Coke,With Friends,8,2,4,2,5,1,5,2
681,45,Non-Binary,High,Weekly,Pepsi,Satisfied,Convenience Store,Availability,Parties,Pepsi,Other,9,1,1,4,1,4,2,4
682,24,Non-Binary,Low,Daily,Store Brand,Very Satisfied,Vending Machine,Brand Loyalty,Travel,Coke,With Friends,8,1,3,4,4,5,2,3
683,49,Non-Binary,Middle,Monthly,Coke,Dissatisfied,Vending Machine,Taste,Home,Store Brand,With Family,5,1,3,1,4,3,5,4
684,63,Prefer Not to Say,Middle,Monthly,RC Cola,Dissatisfied,Other,Other,Work,RC Cola,With Family,7,4,5,3,4,3,5,5
685,21,Non-Binary,Middle,Daily,Other,Very Satisfied,Online,Other,Restaurants,Pepsi,Alone,0,5,5,3,2,5,1,4
686,32,Prefer Not to Say,High,Never,Store Brand,Very Satisfied,Other,Other,Home,Coke,With Friends,9,1,4,3,3,4,1,1
687,28,Male,Low,Rarely,Store Brand,Very Dissatisfied,Supermarket,Price,Travel,Other,With Friends,0,5,3,4,1,1,5,3
688,21,Female,Low,Never,Store Brand,Very Satisfied,Vending Machine,Taste,Sports Events,Coke,Other,1,2,4,1,1,2,1,5
689,35,Prefer Not to Say,Middle,Rarely,RC Cola,Dissatisfied,Vending Machine,Price,Restaurants,Coke,With Friends,3,4,2,1,5,4,4,3
690,46,Male,High,Rarely,Other,Dissatisfied,Convenience Store,Brand Loyalty,Travel,RC Cola,With Friends,3,1,3,1,4,5,4,1
691,47,Non-Binary,Low,Weekly,Coke,Dissatisfied,Vending Machine,Availability,Home,RC Cola,Alone,4,3,5,1,1,5,2,5
692,21,Prefer Not to Say,Low,Weekly,Coke,Satisfied,Other,Brand Loyalty,Travel,Coke,Other,10,2,4,3,5,5,3,2
693,56,Prefer Not to Say,Middle,Daily,Store Brand,Dissatisfied,Other,Price,Other,Pepsi,Other,0,3,5,2,2,1,2,2
694,29,Female,Middle,Never,Store Brand,Neutral,Vending Machine,Taste,Other,RC Cola,With Friends,8,2,3,1,5,3,1,1
695,29,Male,High,Daily,Other,Dissatisfied,Supermarket,Price,Restaurants,Other,Alone,4,1,5,3,5,1,4,2
696,52,Non-Binary,Low,Daily,Store Brand,Dissatisfied,Online,Other,Other,Coke,With Colleagues,0,4,1,3,1,4,1,5
697,50,Male,Middle,Daily,Store Brand,Very Satisfied,Supermarket,Taste,Sports Events,Store Brand,With Colleagues,5,5,1,5,2,1,3,5
698,37,Prefer Not to Say,High,Rarely,Other,Neutral,Online,Availability,Work,RC Cola,With Colleagues,7,5,3,1,2,4,2,2
699,37,Female,Middle,Never,Other,Neutral,Online,Other,Work,Store Brand,With Friends,6,1,1,1,3,4,3,1
700,36,Non-Binary,Low,Daily,RC Cola,Very Satisfied,Online,Other,Work,Coke,With Colleagues,1,3,1,2,1,5,3,2
701,41,Female,Low,Never,Store Brand,Very Satisfied,Other,Availability,Restaurants,Pepsi,Alone,7,3,2,3,3,4,4,5
702,41,Female,High,Daily,Pepsi,Satisfied,Other,Price,Work,Pepsi,With Colleagues,2,2,3,1,1,3,2,1
703,53,Male,High,Daily,Store Brand,Satisfied,Convenience Store,Other,Restaurants,Store Brand,Alone,2,5,2,5,3,3,4,5
704,44,Non-Binary,Middle,Daily,RC Cola,Neutral,Vending Machine,Other,Home,Store Brand,With Family,8,5,2,5,5,5,2,2
705,45,Non-Binary,High,Rarely,RC Cola,Dissatisfied,Vending Machine,Availability,Home,Store Brand,With Family,9,5,1,5,2,3,3,2
706,61,Prefer Not to Say,Low,Rarely,Coke,Satisfied,Other,Other,Parties,Other,With Colleagues,9,2,2,4,2,1,1,5
707,50,Prefer Not to Say,Middle,Rarely,Pepsi,Satisfied,Other,Brand Loyalty,Other,Other,With Family,8,2,3,1,5,4,5,2
708,54,Prefer Not to Say,High,Never,Other,Very Dissatisfied,Supermarket,Price,Home,Store Brand,With Colleagues,1,2,4,1,1,4,2,5
709,45,Male,High,Daily,Store Brand,Dissatisfied,Other,Taste,Sports Events,Store Brand,With Family,7,3,2,5,4,2,2,3
710,37,Non-Binary,High,Monthly,Other,Dissatisfied,Other,Price,Restaurants,Coke,With Colleagues,3,3,2,4,2,4,4,3
711,60,Non-Binary,Low,Never,RC Cola,Very Dissatisfied,Vending Machine,Other,Other,Store Brand,With Colleagues,4,1,5,1,1,1,4,2
712,50,Male,Middle,Never,Pepsi,Neutral,Supermarket,Taste,Other,Coke,Alone,8,1,4,5,3,5,2,2
713,47,Non-Binary,High,Daily,Coke,Satisfied,Convenience Store,Availability,Other,Coke,With Friends,3,5,1,2,4,1,3,3
714,25,Prefer Not to Say,High,Never,Pepsi,Satisfied,Convenience Store,Price,Work,Pepsi,With Colleagues,10,3,4,5,5,1,2,3
715,64,Prefer Not to Say,Low,Monthly,Pepsi,Very Satisfied,Online,Price,Restaurants,Other,With Friends,7,5,4,4,5,5,5,5
716,21,Male,Low,Daily,Other,Very Dissatisfied,Other,Other,Parties,Coke,With Family,0,2,1,2,4,1,5,5
717,51,Male,High,Weekly,Store Brand,Satisfied,Other,Other,Restaurants,Pepsi,With Colleagues,2,1,5,5,5,4,3,4
718,51,Prefer Not to Say,High,Daily,Pepsi,Very Satisfied,Vending Machine,Other,Work,RC Cola,With Colleagues,6,1,4,5,5,2,3,3
719,48,Non-Binary,High,Monthly,RC Cola,Dissatisfied,Supermarket,Other,Restaurants,Coke,With Colleagues,10,3,1,5,3,3,5,1
720,56,Prefer Not to Say,High,Never,Coke,Satisfied,Vending Machine,Brand Loyalty,Sports Events,Coke,With Family,0,3,1,5,4,1,2,4
721,18,Prefer Not to Say,Low,Never,Store Brand,Dissatisfied,Online,Taste,Travel,RC Cola,With Family,4,1,1,5,1,4,3,5
722,19,Female,Low,Never,RC Cola,Satisfied,Other,Availability,Work,Pepsi,With Family,5,3,1,4,4,5,2,2
723,30,Prefer Not to Say,High,Weekly,Store Brand,Satisfied,Online,Other,Parties,Store Brand,With Friends,0,4,5,3,3,1,1,4
724,62,Female,High,Never,Coke,Very Dissatisfied,Other,Other,Restaurants,Pepsi,With Family,2,4,4,4,5,3,4,1
725,30,Prefer Not to Say,High,Weekly,Other,Dissatisfied,Other,Other,Home,Other,With Family,6,1,1,4,3,1,3,2
726,36,Prefer Not to Say,High,Weekly,Pepsi,Very Satisfied,Other,Price,Parties,Pepsi,Other,6,2,4,5,3,5,5,4
727,44,Male,Middle,Monthly,Pepsi,Very Satisfied,Convenience Store,Price,Travel,RC Cola,With Colleagues,0,5,2,1,5,2,4,2
728,27,Female,Low,Rarely,RC Cola,Dissatisfied,Online,Availability,Home,RC Cola,With Friends,10,5,5,3,1,4,1,1
729,63,Prefer Not to Say,High,Weekly,Other,Dissatisfied,Vending Machine,Other,Home,Coke,With Colleagues,2,2,1,3,3,1,5,2
730,34,Non-Binary,High,Daily,Other,Dissatisfied,Other,Price,Parties,Other,Other,4,5,2,3,4,4,3,3
731,21,Non-Binary,Low,Monthly,Other,Neutral,Other,Availability,Other,Store Brand,With Colleagues,0,4,4,5,5,3,5,4
732,29,Prefer Not to Say,Middle,Weekly,RC Cola,Very Satisfied,Supermarket,Other,Sports Events,Pepsi,With Colleagues,5,1,1,4,5,5,5,5
733,51,Male,High,Monthly,Pepsi,Dissatisfied,Supermarket,Brand Loyalty,Work,Store Brand,Alone,10,1,2,3,2,4,3,4
734,60,Prefer Not to Say,High,Weekly,Pepsi,Very Dissatisfied,Supermarket,Taste,Restaurants,Store Brand,With Colleagues,6,2,3,2,5,3,4,3
735,22,Prefer Not to Say,Low,Rarely,Coke,Very Satisfied,Vending Machine,Taste,Travel,RC Cola,With Family,0,4,3,3,4,4,2,2
736,40,Non-Binary,High,Daily,Coke,Very Satisfied,Supermarket,Price,Travel,Other,Other,10,1,1,1,2,1,3,5
737,20,Non-Binary,Low,Monthly,Store Brand,Very Satisfied,Vending Machine,Availability,Other,Coke,With Friends,3,5,2,1,3,5,1,3
738,22,Prefer Not to Say,High,Monthly,Coke,Dissatisfied,Convenience Store,Taste,Other,Store Brand,Alone,2,5,3,2,2,2,4,2
739,25,Male,Middle,Weekly,RC Cola,Neutral,Supermarket,Other,Work,Pepsi,With Family,9,4,4,2,5,3,4,3
740,60,Male,Middle,Never,RC Cola,Satisfied,Online,Availability,Restaurants,Coke,With Colleagues,1,1,5,3,5,2,3,4
741,49,Female,High,Daily,RC Cola,Dissatisfied,Supermarket,Other,Home,Pepsi,With Family,0,3,2,2,2,4,1,1
742,61,Male,Low,Daily,Other,Satisfied,Online,Price,Home,RC Cola,Alone,2,2,2,4,3,4,5,3
743,40,Non-Binary,High,Monthly,Pepsi,Very Satisfied,Other,Price,Other,RC Cola,With Family,1,1,5,1,5,3,1,2
744,46,Prefer Not to Say,Middle,Weekly,Coke,Very Dissatisfied,Other,Other,Parties,Pepsi,Other,2,4,4,5,2,5,3,5
745,45,Male,Low,Never,Other,Very Satisfied,Convenience Store,Taste,Other,Other,Alone,7,5,4,2,4,1,2,3
746,59,Prefer Not to Say,Middle,Rarely,Store Brand,Very Dissatisfied,Supermarket,Brand Loyalty,Travel,Pepsi,Other,7,3,5,5,3,1,3,2
747,47,Female,High,Rarely,Other,Dissatisfied,Vending Machine,Price,Sports Events,Pepsi,Alone,0,3,5,3,3,1,4,5
748,36,Prefer Not to Say,High,Monthly,Store Brand,Very Dissatisfied,Online,Other,Parties,RC Cola,With Family,5,3,1,3,1,1,5,2
749,56,Male,Low,Rarely,Store Brand,Dissatisfied,Other,Other,Home,Pepsi,Other,9,2,4,3,3,5,5,5
750,31,Prefer Not to Say,Low,Weekly,RC Cola,Very Satisfied,Vending Machine,Price,Sports Events,Store Brand,Other,4,4,2,2,1,2,1,5
751,28,Male,High,Weekly,Pepsi,Dissatisfied,Vending Machine,Availability,Sports Events,Coke,With Family,0,3,4,4,2,1,2,1
752,32,Female,Low,Daily,Store Brand,Dissatisfied,Online,Price,Home,Other,With Family,9,3,5,5,1,4,3,2
753,62,Male,Low,Never,Coke,Very Dissatisfied,Other,Taste,Travel,Coke,Other,8,2,3,1,2,5,4,5
754,37,Female,Low,Never,Store Brand,Satisfied,Convenience Store,Taste,Home,Other,With Friends,9,2,5,1,2,2,3,5
755,60,Female,Low,Daily,Coke,Neutral,Supermarket,Brand Loyalty,Other,Other,Other,9,5,4,5,2,5,3,3
756,30,Male,High,Rarely,Store Brand,Very Dissatisfied,Supermarket,Price,Work,Coke,Alone,1,3,2,3,4,3,1,2
757,31,Female,Low,Weekly,Pepsi,Very Dissatisfied,Supermarket,Price,Other,Coke,Alone,4,1,3,3,4,5,4,4
758,45,Prefer Not to Say,Low,Never,Other,Neutral,Other,Availability,Other,Coke,Other,6,3,2,5,4,4,4,1
759,22,Male,Middle,Daily,Store Brand,Very Satisfied,Supermarket,Price,Other,RC Cola,With Family,0,4,1,3,3,3,4,2
760,32,Female,Middle,Daily,RC Cola,Satisfied,Supermarket,Price,Restaurants,RC Cola,Other,5,5,4,3,4,5,1,4
761,45,Non-Binary,Low,Rarely,RC Cola,Dissatisfied,Online,Availability,Restaurants,RC Cola,With Friends,6,5,1,1,5,5,5,4
762,30,Non-Binary,High,Rarely,Pepsi,Neutral,Online,Taste,Sports Events,Other,Other,3,5,2,5,5,1,1,4
763,37,Female,Low,Daily,RC Cola,Satisfied,Vending Machine,Price,Other,RC Cola,With Family,1,4,3,1,1,3,2,5
764,21,Non-Binary,High,Weekly,RC Cola,Dissatisfied,Supermarket,Availability,Home,Pepsi,Alone,3,4,5,5,2,5,2,1
765,23,Prefer Not to Say,Low,Daily,Coke,Dissatisfied,Vending Machine,Taste,Parties,Other,With Family,6,4,5,4,1,4,3,4
766,54,Female,Low,Weekly,RC Cola,Dissatisfied,Online,Price,Parties,Coke,With Friends,4,4,2,4,2,3,1,5
767,57,Female,Middle,Monthly,Store Brand,Dissatisfied,Supermarket,Other,Parties,RC Cola,Alone,6,1,2,1,1,5,5,1
768,64,Prefer Not to Say,High,Weekly,Coke,Satisfied,Vending Machine,Other,Home,Pepsi,With Colleagues,10,1,2,2,5,1,3,2
769,58,Non-Binary,High,Daily,Other,Very Satisfied,Online,Price,Restaurants,Store Brand,Other,2,5,2,5,5,2,2,3
770,40,Male,High,Weekly,Pepsi,Very Dissatisfied,Supermarket,Availability,Home,Store Brand,With Colleagues,2,2,2,2,1,5,5,1
771,56,Prefer Not to Say,Low,Daily,Store Brand,Very Dissatisfied,Other,Other,Home,Pepsi,Alone,5,1,3,1,2,1,5,5
772,61,Female,Low,Monthly,RC Cola,Neutral,Online,Brand Loyalty,Sports Events,Store Brand,With Family,8,4,3,4,4,1,5,3
773,19,Female,Middle,Daily,Other,Very Dissatisfied,Supermarket,Other,Parties,Pepsi,With Friends,7,4,2,3,2,3,3,3
774,56,Prefer Not to Say,Middle,Daily,RC Cola,Very Dissatisfied,Online,Taste,Other,Other,Other,1,5,2,4,4,1,4,5
775,44,Non-Binary,Middle,Never,Pepsi,Dissatisfied,Convenience Store,Other,Home,Coke,With Friends,10,5,3,1,4,3,3,3
776,61,Non-Binary,Middle,Daily,Coke,Very Satisfied,Vending Machine,Taste,Other,Other,With Family,1,1,3,1,5,4,2,3
777,35,Male,High,Monthly,Other,Very Satisfied,Convenience Store,Other,Restaurants,Other,With Friends,10,2,4,4,1,2,2,4
778,23,Prefer Not to Say,Low,Weekly,Other,Neutral,Other,Availability,Restaurants,RC Cola,With Family,8,4,3,2,4,1,4,3
779,51,Female,Low,Rarely,RC Cola,Neutral,Other,Availability,Travel,RC Cola,With Colleagues,7,4,3,2,3,5,4,2
780,30,Female,High,Rarely,Pepsi,Neutral,Online,Taste,Home,RC Cola,With Friends,0,5,3,3,4,2,4,2
781,22,Prefer Not to Say,Middle,Never,Coke,Very Satisfied,Supermarket,Other,Parties,Coke,Alone,3,5,3,1,3,3,5,4
782,49,Female,Middle,Weekly,Other,Satisfied,Convenience Store,Availability,Other,Coke,With Colleagues,8,2,3,4,3,1,2,1
783,32,Female,High,Monthly,RC Cola,Very Dissatisfied,Supermarket,Brand Loyalty,Sports Events,Other,With Colleagues,3,2,3,3,5,4,4,2
784,36,Male,Middle,Daily,Other,Very Satisfied,Other,Brand Loyalty,Restaurants,Coke,Alone,9,1,1,2,4,2,1,3
785,36,Female,Middle,Monthly,Store Brand,Satisfied,Online,Other,Travel,Other,Alone,10,3,3,4,1,2,1,2
786,63,Male,Low,Rarely,Other,Very Satisfied,Vending Machine,Other,Work,Pepsi,Other,7,1,4,3,2,4,5,2
787,40,Non-Binary,Middle,Monthly,RC Cola,Dissatisfied,Other,Brand Loyalty,Sports Events,Other,Other,1,1,5,4,2,4,4,2
788,20,Prefer Not to Say,High,Monthly,Pepsi,Very Satisfied,Online,Other,Sports Events,Coke,Other,4,5,5,2,5,4,2,2
789,60,Non-Binary,High,Monthly,Pepsi,Dissatisfied,Convenience Store,Taste,Sports Events,Store Brand,With Family,3,4,4,5,3,1,5,3
790,63,Male,High,Weekly,Coke,Very Satisfied,Supermarket,Availability,Restaurants,Store Brand,Other,8,3,5,4,3,4,2,5
791,27,Male,Middle,Never,RC Cola,Dissatisfied,Other,Availability,Other,RC Cola,Alone,5,4,2,1,4,3,1,1
792,25,Female,High,Daily,Store Brand,Very Satisfied,Convenience Store,Availability,Parties,RC Cola,With Colleagues,10,3,2,4,1,2,3,5
793,23,Male,Middle,Weekly,Pepsi,Very Dissatisfied,Vending Machine,Price,Restaurants,Pepsi,With Family,8,3,2,5,2,4,3,5
794,64,Prefer Not to Say,Low,Monthly,Pepsi,Dissatisfied,Other,Brand Loyalty,Work,Pepsi,With Colleagues,7,3,5,2,4,4,2,5
795,54,Non-Binary,Middle,Monthly,Pepsi,Dissatisfied,Other,Other,Other,Pepsi,Other,9,1,5,3,1,2,5,1
796,27,Female,Low,Daily,RC Cola,Very Satisfied,Convenience Store,Other,Home,RC Cola,With Family,10,2,3,2,2,2,3,3
797,26,Female,Middle,Monthly,Store Brand,Satisfied,Online,Other,Restaurants,Coke,With Friends,9,2,3,5,2,2,3,2
